image_id	register	image_filename	volume	folio_sort_key	folio_label	folio_norm	width_px	height_px	url_full	url_resized	resized_width_px	resized_height_px	manifest_url	canvas_id
1	JJ133	Paris_Archives_Nationales_JJ133_1.jpg	JJ133	1	plat supérieur	plat supérieur	4274	4829	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vygksambwaqm/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vygksambwaqm/full/1200,/0/default.jpg	1200	1356	https://api.irht.cnrs.fr/ark:/63955/fchimg0f2tf0/manifest.json	https://arca.irht.cnrs.fr/iiif/128435/canvas/canvas-4226881
2	JJ133	Paris_Archives_Nationales_JJ133_2.jpg	JJ133	2	contre-plat	contre-plat	3965	4893	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9l1dubx1rxl/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9l1dubx1rxl/full/1200,/0/default.jpg	1200	1481	https://api.irht.cnrs.fr/ark:/63955/fchimg0f2tf0/manifest.json	https://arca.irht.cnrs.fr/iiif/128435/canvas/canvas-4226882
3	JJ133	Paris_Archives_Nationales_JJ133_3.jpg	JJ133	3	Ir	ir	4256	4829	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmyyftlku0ia/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmyyftlku0ia/full/1200,/0/default.jpg	1200	1362	https://api.irht.cnrs.fr/ark:/63955/fchimg0f2tf0/manifest.json	https://arca.irht.cnrs.fr/iiif/128435/canvas/canvas-4226883
4	JJ133	Paris_Archives_Nationales_JJ133_4.jpg	JJ133	4	Iv	iv	3992	4856	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkbk6mhhd4qy/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkbk6mhhd4qy/full/1200,/0/default.jpg	1200	1460	https://api.irht.cnrs.fr/ark:/63955/fchimg0f2tf0/manifest.json	https://arca.irht.cnrs.fr/iiif/128435/canvas/canvas-4226884
5	JJ133	Paris_Archives_Nationales_JJ133_5.jpg	JJ133	5	IIr	iir	4256	4829	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v64si2u9zfvy/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v64si2u9zfvy/full/1200,/0/default.jpg	1200	1362	https://api.irht.cnrs.fr/ark:/63955/fchimg0f2tf0/manifest.json	https://arca.irht.cnrs.fr/iiif/128435/canvas/canvas-4226885
6	JJ133	Paris_Archives_Nationales_JJ133_6.jpg	JJ133	6	IIv	iiv	3992	4856	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vearzvl0dwko/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vearzvl0dwko/full/1200,/0/default.jpg	1200	1460	https://api.irht.cnrs.fr/ark:/63955/fchimg0f2tf0/manifest.json	https://arca.irht.cnrs.fr/iiif/128435/canvas/canvas-4226886
7	JJ133	Paris_Archives_Nationales_JJ133_7.jpg	JJ133	7	IIIr	iiir	4256	4829	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhrby8o3zn94/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhrby8o3zn94/full/1200,/0/default.jpg	1200	1362	https://api.irht.cnrs.fr/ark:/63955/fchimg0f2tf0/manifest.json	https://arca.irht.cnrs.fr/iiif/128435/canvas/canvas-4226887
8	JJ133	Paris_Archives_Nationales_JJ133_8.jpg	JJ133	8	IIIv	iiiv	3992	4856	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfr6a16qw447/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfr6a16qw447/full/1200,/0/default.jpg	1200	1460	https://api.irht.cnrs.fr/ark:/63955/fchimg0f2tf0/manifest.json	https://arca.irht.cnrs.fr/iiif/128435/canvas/canvas-4226888
9	JJ133	Paris_Archives_Nationales_JJ133_9.jpg	JJ133	9	IVr	ivr	4256	4829	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vw42i4gep4vh/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vw42i4gep4vh/full/1200,/0/default.jpg	1200	1362	https://api.irht.cnrs.fr/ark:/63955/fchimg0f2tf0/manifest.json	https://arca.irht.cnrs.fr/iiif/128435/canvas/canvas-4226889
10	JJ133	Paris_Archives_Nationales_JJ133_10.jpg	JJ133	10	IVv	ivv	3947	4720	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vgup4yps7t8z/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vgup4yps7t8z/full/1200,/0/default.jpg	1200	1435	https://api.irht.cnrs.fr/ark:/63955/fchimg0f2tf0/manifest.json	https://arca.irht.cnrs.fr/iiif/128435/canvas/canvas-4226890
