"annotation_id","annotator","created_at","id","image","label","lead_time","updated_at"
11729,"1","2025-08-06T09:38:52.387135Z",8991,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vv18ny2ep6e9/full/1200,/0/default.jpg","[{""rotation"":0,""x"":0.4999999999999949,""y"":1.090000000000002,""width"":99.48,""height"":98.4,""rectanglelabels"":[""Table""],""original_width"":4047.0,""original_height"":4893.0}]","","2025-08-06T09:38:52.387135Z"
3737,"1","2025-07-22T09:44:33.389143Z",8992,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vv2orrf433p0/full/1200,/0/default.jpg","[{""x"":6.888373493975866,""y"":3.724999999999982,""width"":92.9516265060235,""height"":16.360316909606176,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1419},{""x"":4.535,""y"":72.52499999999999,""width"":95.37,""height"":25.790000000000003,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1419},{""x"":5.271385542168674,""y"":20.036937133715508,""width"":94.03012048192765,""height"":52.372701420501336,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1419}]",41.49,"2025-07-22T09:44:33.389143Z"
11730,"1","2025-08-06T09:38:52.387135Z",8993,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsmzbl4w6eze/full/1200,/0/default.jpg","[{""rotation"":0,""x"":0.0,""y"":0.6649999999999989,""width"":100.0,""height"":57.43000000000001,""rectanglelabels"":[""AF""],""original_width"":4519.0,""original_height"":4875.0},{""rotation"":0,""x"":0.11499999999999844,""y"":58.105,""width"":86.57000000000001,""height"":38.25,""rectanglelabels"":[""AI""],""original_width"":4519.0,""original_height"":4875.0}]","","2025-08-06T09:38:52.387135Z"
11731,"1","2025-08-06T09:38:52.387135Z",8994,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vk9pt1qa6y68/full/1200,/0/default.jpg","[{""rotation"":0,""x"":9.874999999999995,""y"":56.56,""width"":90.01,""height"":41.54,""rectanglelabels"":[""AI""],""original_width"":4138.0,""original_height"":4893.0},{""rotation"":0,""x"":10.620000000000001,""y"":3.6449999999999982,""width"":89.25999999999999,""height"":52.99,""rectanglelabels"":[""AF""],""original_width"":4138.0,""original_height"":4893.0}]","","2025-08-06T09:38:52.387135Z"
11732,"1","2025-08-06T09:38:52.387135Z",8995,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmx02246r5ye/full/1200,/0/default.jpg","[{""rotation"":0,""x"":0.07500000000000284,""y"":61.69,""width"":87.91,""height"":34.68,""rectanglelabels"":[""AI""],""original_width"":4519.0,""original_height"":4875.0},{""rotation"":0,""x"":0.08000000000000229,""y"":1.200000000000001,""width"":86.11999999999999,""height"":60.72,""rectanglelabels"":[""AF""],""original_width"":4519.0,""original_height"":4875.0}]","","2025-08-06T09:38:52.387135Z"
11733,"1","2025-08-06T09:38:52.387135Z",8996,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5az965o5j8f/full/1200,/0/default.jpg","[{""rotation"":0,""x"":0.0,""y"":3.93,""width"":99.83999999999999,""height"":30.54,""rectanglelabels"":[""AF""],""original_width"":4138.0,""original_height"":4893.0},{""rotation"":0,""x"":11.034999999999995,""y"":34.47,""width"":88.87,""height"":65.10000000000001,""rectanglelabels"":[""AI""],""original_width"":4138.0,""original_height"":4893.0}]","","2025-08-06T09:38:52.387135Z"
11734,"1","2025-08-06T09:38:52.387135Z",8997,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v91gzcnxivkg/full/1200,/0/default.jpg","[{""rotation"":0,""x"":0.030000000000002247,""y"":27.694999999999997,""width"":86.61999999999999,""height"":42.53,""rectanglelabels"":[""AC""],""original_width"":4519.0,""original_height"":4875.0},{""rotation"":0,""x"":0.17999999999999683,""y"":0.9200000000000014,""width"":94.42,""height"":26.82,""rectanglelabels"":[""AF""],""original_width"":4519.0,""original_height"":4875.0},{""rotation"":0,""x"":0.0,""y"":70.06,""width"":94.74000000000001,""height"":26.540000000000003,""rectanglelabels"":[""AI""],""original_width"":4519.0,""original_height"":4875.0}]","","2025-08-06T09:38:52.387135Z"
11735,"1","2025-08-06T09:38:52.387135Z",8998,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwni0t95sob2/full/1200,/0/default.jpg","[{""rotation"":0,""x"":0.0,""y"":3.4299999999999997,""width"":99.94,""height"":42.5,""rectanglelabels"":[""AF""],""original_width"":4192.0,""original_height"":4893.0},{""rotation"":0,""x"":-0.0050000000000050004,""y"":45.9,""width"":99.95,""height"":51.839999999999996,""rectanglelabels"":[""AI""],""original_width"":4192.0,""original_height"":4893.0}]","","2025-08-06T09:38:52.387135Z"
3738,"1","2025-07-22T09:45:06.131025Z",8999,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnk8s8ecgtli/full/1200,/0/default.jpg","[{""x"":0.17499999999999738,""y"":80.80499999999999,""width"":98.45,""height"":15.85,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1295},{""x"":0,""y"":26.465,""width"":85.36,""height"":54.48903614457832,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1295},{""x"":0.030000000000002247,""y"":1.0699999999999987,""width"":91.12,""height"":25.5,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1295}]",7.237,"2025-07-22T09:45:06.131025Z"
11736,"1","2025-08-06T09:38:52.387135Z",9000,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vakuyidu2tqq/full/1200,/0/default.jpg","[{""rotation"":0,""x"":0.0,""y"":3.860000000000002,""width"":99.92,""height"":52.559999999999995,""rectanglelabels"":[""AF""],""original_width"":4192.0,""original_height"":4893.0},{""rotation"":0,""x"":0.004999999999999449,""y"":56.385,""width"":99.92999999999999,""height"":42.75,""rectanglelabels"":[""AI""],""original_width"":4192.0,""original_height"":4893.0}]","","2025-08-06T09:38:52.387135Z"
11737,"1","2025-08-06T09:38:52.387135Z",9001,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vcrjmxca8exs/full/1200,/0/default.jpg","[{""rotation"":0,""x"":0.029999999999996696,""y"":24.44,""width"":85.14,""height"":73.32,""rectanglelabels"":[""AI""],""original_width"":4519.0,""original_height"":4875.0},{""rotation"":0,""x"":0.12999999999999678,""y"":0.7349999999999995,""width"":97.64,""height"":23.73,""rectanglelabels"":[""AF""],""original_width"":4519.0,""original_height"":4875.0}]","","2025-08-06T09:38:52.387135Z"
11738,"1","2025-08-06T09:38:52.387135Z",9002,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuq196y2rtv8/full/1200,/0/default.jpg","[{""rotation"":0,""x"":0.004999999999999449,""y"":0.22999999999999687,""width"":88.42999999999999,""height"":98.14,""rectanglelabels"":[""Table""],""original_width"":4501.0,""original_height"":4856.0}]","","2025-08-06T09:38:52.387135Z"
11739,"1","2025-08-06T09:38:52.387135Z",9003,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnq122hwnz78/full/1200,/0/default.jpg","[{""rotation"":0,""x"":0.0,""y"":23.759999999999998,""width"":99.94,""height"":75.26,""rectanglelabels"":[""AC""],""original_width"":4192.0,""original_height"":4893.0},{""rotation"":0,""x"":0.0,""y"":3.6999999999999993,""width"":99.9,""height"":20.14,""rectanglelabels"":[""AF""],""original_width"":4192.0,""original_height"":4893.0}]","","2025-08-06T09:38:52.387135Z"
11740,"1","2025-08-06T09:38:52.387135Z",9004,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vu5q8zt2qjeh/full/1200,/0/default.jpg","[{""rotation"":0,""x"":0.0,""y"":1.9499999999999962,""width"":84.61999999999999,""height"":95.22,""rectanglelabels"":[""AI""],""original_width"":4574.0,""original_height"":4875.0}]","","2025-08-06T09:38:52.387135Z"
11741,"1","2025-08-06T09:38:52.387135Z",9005,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v21efbnt9ghz/full/1200,/0/default.jpg","[{""rotation"":0,""x"":0.004999999999999449,""y"":3.4850000000000048,""width"":99.91,""height"":95.99,""rectanglelabels"":[""AM""],""original_width"":4192.0,""original_height"":4893.0}]","","2025-08-06T09:38:52.387135Z"
11742,"1","2025-08-06T09:38:52.387135Z",9006,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhj2yfqymyts/full/1200,/0/default.jpg","[{""rotation"":0,""x"":0.0,""y"":1.5000000000000013,""width"":88.92,""height"":96.32,""rectanglelabels"":[""AM""],""original_width"":4574.0,""original_height"":4875.0}]","","2025-08-06T09:38:52.387135Z"
11743,"1","2025-08-06T09:38:52.387135Z",9007,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo1rh3h1iz3j/full/1200,/0/default.jpg","[{""rotation"":0,""x"":0.004999999999999449,""y"":3.490000000000004,""width"":99.92999999999999,""height"":96.2,""rectanglelabels"":[""AM""],""original_width"":4192.0,""original_height"":4893.0}]","","2025-08-06T09:38:52.387135Z"
11744,"1","2025-08-06T09:38:52.387135Z",9008,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdjv1c4hu4yd/full/1200,/0/default.jpg","[{""rotation"":0,""x"":-0.004999999999999449,""y"":1.0950000000000015,""width"":84.81,""height"":95.47,""rectanglelabels"":[""AM""],""original_width"":4574.0,""original_height"":4875.0}]","","2025-08-06T09:38:52.387135Z"
11745,"1","2025-08-06T09:38:52.387135Z",9009,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6xtxwgvp8kr/full/1200,/0/default.jpg","[{""rotation"":0,""x"":-0.004999999999999449,""y"":3.4650000000000016,""width"":99.92999999999999,""height"":96.31,""rectanglelabels"":[""AM""],""original_width"":4192.0,""original_height"":4893.0}]","","2025-08-06T09:38:52.387135Z"
11746,"1","2025-08-06T09:38:52.387135Z",9010,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v02vh3dh7wvq/full/1200,/0/default.jpg","[{""rotation"":0,""x"":0.004999999999999449,""y"":1.8799999999999983,""width"":84.73,""height"":94.46,""rectanglelabels"":[""AM""],""original_width"":4574.0,""original_height"":4875.0}]","","2025-08-06T09:38:52.387135Z"
11747,"1","2025-08-06T09:38:52.387135Z",9011,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsw3wdx1cb79/full/1200,/0/default.jpg","[{""rotation"":0,""x"":-0.004999999999999449,""y"":3.9000000000000035,""width"":99.99,""height"":95.6,""rectanglelabels"":[""AM""],""original_width"":4265.0,""original_height"":4893.0}]","","2025-08-06T09:38:52.387135Z"
11748,"1","2025-08-06T09:38:52.387135Z",9012,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v555l0vulmun/full/1200,/0/default.jpg","[{""rotation"":0,""x"":0.004999999999999449,""y"":2.3299999999999987,""width"":85.77,""height"":94.14,""rectanglelabels"":[""AM""],""original_width"":4574.0,""original_height"":4875.0}]","","2025-08-06T09:38:52.387135Z"
