zone_temp_id;temporary_JJ96-211;register;act_number;warning
56190;31387;JJ172;409;FOLIO vide ou non reconnu dans Acts CSV
56191;31387;JJ172;409;FOLIO vide ou non reconnu dans Acts CSV
56192;31388;JJ172;410;FOLIO vide ou non reconnu dans Acts CSV
56193;31388;JJ172;410;FOLIO vide ou non reconnu dans Acts CSV
56194;31389;JJ172;411;FOLIO vide ou non reconnu dans Acts CSV
56195;31390;JJ172;412;FOLIO vide ou non reconnu dans Acts CSV
56196;31390;JJ172;412;FOLIO vide ou non reconnu dans Acts CSV
56197;31390;JJ172;412;FOLIO vide ou non reconnu dans Acts CSV
56198;31391;JJ172;413;FOLIO vide ou non reconnu dans Acts CSV
56199;31391;JJ172;413;FOLIO vide ou non reconnu dans Acts CSV
56200;31392;JJ172;414;FOLIO vide ou non reconnu dans Acts CSV
56201;31392;JJ172;414;FOLIO vide ou non reconnu dans Acts CSV
56202;31392;JJ172;414;FOLIO vide ou non reconnu dans Acts CSV
56203;31393;JJ172;415;FOLIO vide ou non reconnu dans Acts CSV
56204;31393;JJ172;415;FOLIO vide ou non reconnu dans Acts CSV
56205;31394;JJ172;416;FOLIO vide ou non reconnu dans Acts CSV
56206;31394;JJ172;416;FOLIO vide ou non reconnu dans Acts CSV
56207;31394;JJ172;416;FOLIO vide ou non reconnu dans Acts CSV
56208;31394;JJ172;416;FOLIO vide ou non reconnu dans Acts CSV
56209;31395;JJ172;417;FOLIO vide ou non reconnu dans Acts CSV
56210;31395;JJ172;417;FOLIO vide ou non reconnu dans Acts CSV
56211;31396;JJ172;418;FOLIO vide ou non reconnu dans Acts CSV
56212;31397;JJ172;419;FOLIO vide ou non reconnu dans Acts CSV
56213;31397;JJ172;419;FOLIO vide ou non reconnu dans Acts CSV
56214;31397;JJ172;419;FOLIO vide ou non reconnu dans Acts CSV
56215;31398;JJ172;420;FOLIO vide ou non reconnu dans Acts CSV
56216;31398;JJ172;420;FOLIO vide ou non reconnu dans Acts CSV
56217;31399;JJ172;421;FOLIO vide ou non reconnu dans Acts CSV
56218;31399;JJ172;421;FOLIO vide ou non reconnu dans Acts CSV
56219;31400;JJ172;422;FOLIO vide ou non reconnu dans Acts CSV
56220;31400;JJ172;422;FOLIO vide ou non reconnu dans Acts CSV
