"annotation_id","annotator","created_at","folio_label","folio_sort_key","id","image","image_path","label","lead_time","register","updated_at","volume"
3951,"1","2026-06-19T11:22:47.296166Z","plat supérieur","1",3951,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vi094194smoo/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ180_1.jpg","","","JJ180","2026-06-19T11:22:47.296166Z","JJ180"
3952,"1","2026-06-19T11:22:47.296166Z","contreplat supérieur","2",3952,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v999lwxqudtd/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ180_2.jpg","",2.657,"JJ180","2026-06-19T11:22:47.296166Z","JJ180"
3953,"1","2026-06-19T11:22:47.296166Z","Ir","3",3953,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vv9pwb71zljz/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ180_3.jpg","[{""x"":0.08,""y"":-0.005,""width"":99.82,""height"":99.95,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":1200,""original_height"":1403}]","","JJ180","2026-06-19T11:22:47.296166Z","JJ180"
3954,"1","2026-06-19T11:22:47.296166Z","Iv","4",3954,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vun14stqhizr/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ180_4.jpg","[{""x"":0.03,""y"":0.075,""width"":99.86,""height"":99.85,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":1200,""original_height"":1535}]","","JJ180","2026-06-19T11:22:47.296166Z","JJ180"
3955,"1","2026-06-19T11:22:47.296166Z","IIr","5",3955,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsknpah34vye/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ180_5.jpg","[{""x"":-0.005,""y"":0.1,""width"":99.91,""height"":99.84,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":1200,""original_height"":1453}]","","JJ180","2026-06-19T11:22:47.296166Z","JJ180"
3956,"1","2026-06-19T11:22:47.296166Z","IIv","6",3956,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkvpswodgo83/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ180_6.jpg","",4.077,"JJ180","2026-06-19T11:22:47.296166Z","JJ180"
3957,"1","2026-06-19T11:22:47.296166Z","1r","7",3957,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqcwk3d224un/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ180_7.jpg","[{""x"":0.325,""y"":47.65,""width"":92.19,""height"":36.26,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1205},{""x"":0.245,""y"":0.555,""width"":98.71,""height"":47.17,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1205},{""x"":0.335,""y"":84.015,""width"":99.63,""height"":14.85,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1205}]","","JJ180","2026-06-19T11:22:47.296166Z","JJ180"
3958,"1","2026-06-19T11:22:47.301358Z","1v","8",3958,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsky9o25mgqi/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ180_8.jpg","[{""x"":0.475,""y"":0.885,""width"":99.43,""height"":58.27,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1256},{""x"":2.17,""y"":59.055,""width"":97.72,""height"":38.19,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1256}]","","JJ180","2026-06-19T11:22:47.301358Z","JJ180"
3959,"1","2026-06-19T11:22:47.301358Z","2r","9",3959,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6ievwuj4yah/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ180_9.jpg","[{""x"":1.305,""y"":0.315,""width"":96.39,""height"":60.35,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1205},{""x"":1.1,""y"":60.63,""width"":96.0,""height"":38.2,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1205}]","","JJ180","2026-06-19T11:22:47.301358Z","JJ180"
3960,"1","2026-06-19T11:22:47.301358Z","2v","10",3960,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvuk8xmdra6c/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ180_10.jpg","[{""x"":0.235,""y"":1.345,""width"":99.63,""height"":15.23,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1256},{""x"":1.47,""y"":61.625,""width"":98.42,""height"":36.53,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1256},{""x"":0.325,""y"":16.52,""width"":99.59,""height"":45.42,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1256}]","","JJ180","2026-06-19T11:22:47.301358Z","JJ180"
