"annotation_id","annotator","created_at","id","image","image_path","label","lead_time","ordre","registre","updated_at"
30473,"1","2026-07-29T22:16:55.535822Z",50712,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5yr2bs914f4/full/1200,/0/default.jpg","https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5yr2bs914f4/full/full/0/default.jpg","","",1,"JJ100","2026-07-29T22:16:55.535822Z"
30474,"1","2026-07-29T22:16:55.536333Z",50713,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2nhlptb705f/full/1200,/0/default.jpg","https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2nhlptb705f/full/full/0/default.jpg","[{""x"":0.30500000000000527,""y"":0.02000000000000335,""width"":99.53,""height"":99.94,""rotation"":0,""rectanglelabels"":[""NIA""],""original_width"":2048,""original_height"":2048}]","",2,"JJ100","2026-07-29T22:16:55.536333Z"
30475,"1","2026-07-29T22:16:55.536333Z",50714,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vguk29lradx8/full/1200,/0/default.jpg","https://iiif.irht.cnrs.fr/iiif/ark:/63955/vguk29lradx8/full/full/0/default.jpg","[{""x"":-0.0050000000000050004,""y"":0.009999999999998899,""width"":99.85000000000001,""height"":98.76,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":3811,""original_height"":5636}]","",3,"JJ100","2026-07-29T22:16:55.536333Z"
30476,"1","2026-07-29T22:16:55.536333Z",50715,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5zkx8l1np4b/full/1200,/0/default.jpg","https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5zkx8l1np4b/full/full/0/default.jpg","[{""x"":0.024999999999997247,""y"":1.5149999999999941,""width"":99.95,""height"":97.05,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":3788,""original_height"":5700}]","",4,"JJ100","2026-07-29T22:16:55.536333Z"
30477,"1","2026-07-29T22:16:55.536333Z",50716,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7p000806oh0/full/1200,/0/default.jpg","https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7p000806oh0/full/full/0/default.jpg","[{""x"":0,""y"":2.454999999999996,""width"":100,""height"":95.78999999999999,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":3811,""original_height"":5676}]","",5,"JJ100","2026-07-29T22:16:55.536333Z"
30478,"1","2026-07-29T22:16:55.536333Z",50717,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9kauck89td8/full/1200,/0/default.jpg","https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9kauck89td8/full/full/0/default.jpg","[{""x"":0.07499999999999729,""y"":2.070000000000005,""width"":99.91,""height"":96.17999999999999,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":3717,""original_height"":5700}]","",6,"JJ100","2026-07-29T22:16:55.536333Z"
30479,"1","2026-07-29T22:16:55.536333Z",50718,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdahzc5oggv5/full/1200,/0/default.jpg","https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdahzc5oggv5/full/full/0/default.jpg","[{""x"":-0.004999999999999449,""y"":1.3050000000000006,""width"":99.91,""height"":96.50999999999999,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":3780,""original_height"":5652}]","",7,"JJ100","2026-07-29T22:16:55.536333Z"
30480,"1","2026-07-29T22:16:55.536333Z",50719,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhw6qwceednz/full/1200,/0/default.jpg","https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhw6qwceednz/full/full/0/default.jpg","[{""x"":3.4039690548267743,""y"":1.7154389505549947,""width"":96.59603094517323,""height"":95.76185671039354,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":1200,""original_height"":1840}]",10.701,8,"JJ100","2026-07-29T22:16:55.536333Z"
30481,"1","2026-07-29T22:16:55.536333Z",50720,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnic8ql13ufe/full/1200,/0/default.jpg","https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnic8ql13ufe/full/full/0/default.jpg","[{""x"":-0.004999999999999449,""y"":1.369999999999999,""width"":99.89,""height"":96.84,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":3780,""original_height"":5652}]","",9,"JJ100","2026-07-29T22:16:55.536333Z"
30482,"1","2026-07-29T22:16:55.536333Z",50721,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vberg38xzdfv/full/1200,/0/default.jpg","https://iiif.irht.cnrs.fr/iiif/ark:/63955/vberg38xzdfv/full/full/0/default.jpg","[{""x"":0.9750000000000036,""y"":1.5349999999999975,""width"":99.03,""height"":96.27000000000001,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":3756,""original_height"":5700}]","",10,"JJ100","2026-07-29T22:16:55.536333Z"
30483,"1","2026-07-29T22:16:55.536333Z",50722,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vk5swk6986xq/full/1200,/0/default.jpg","https://iiif.irht.cnrs.fr/iiif/ark:/63955/vk5swk6986xq/full/full/0/default.jpg","[{""x"":0.004999999999999449,""y"":1.250000000000001,""width"":99.87,""height"":97.06,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":3780,""original_height"":5652}]","",11,"JJ100","2026-07-29T22:16:55.536333Z"
30484,"1","2026-07-29T22:16:55.536333Z",50723,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vi5h47kynza1/full/1200,/0/default.jpg","https://iiif.irht.cnrs.fr/iiif/ark:/63955/vi5h47kynza1/full/full/0/default.jpg","[{""x"":0.9049999999999947,""y"":1.4450000000000018,""width"":99.09,""height"":96.81,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":3756,""original_height"":5700}]","",12,"JJ100","2026-07-29T22:16:55.536333Z"
30485,"1","2026-07-29T22:16:55.536333Z",50724,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrr5zp4c4zx9/full/1200,/0/default.jpg","https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrr5zp4c4zx9/full/full/0/default.jpg","[{""x"":0,""y"":1.4000000000000012,""width"":99.92,""height"":96.98,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":3780,""original_height"":5652}]","",13,"JJ100","2026-07-29T22:16:55.536333Z"
30486,"1","2026-07-29T22:16:55.536333Z",50725,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrtty3140sn6/full/1200,/0/default.jpg","https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrtty3140sn6/full/full/0/default.jpg","[{""x"":0.8999999999999952,""y"":1.6849999999999976,""width"":99.1,""height"":96.67,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":3756,""original_height"":5700}]","",14,"JJ100","2026-07-29T22:16:55.536333Z"
30487,"1","2026-07-29T22:16:55.536333Z",50726,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9reuq1t02ks/full/1200,/0/default.jpg","https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9reuq1t02ks/full/full/0/default.jpg","[{""x"":0,""y"":1.1149999999999993,""width"":100,""height"":97.07000000000001,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":3717,""original_height"":5652}]","",15,"JJ100","2026-07-29T22:16:55.536333Z"
30488,"1","2026-07-29T22:16:55.536333Z",50727,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8khcxlbuv3n/full/1200,/0/default.jpg","https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8khcxlbuv3n/full/full/0/default.jpg","[{""x"":1.5550000000000008,""y"":0.8299999999999974,""width"":98.45,""height"":97.16,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":3756,""original_height"":5700}]","",16,"JJ100","2026-07-29T22:16:55.536333Z"
30489,"1","2026-07-29T22:16:55.536333Z",50728,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo2qq6riuyrl/full/1200,/0/default.jpg","https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo2qq6riuyrl/full/full/0/default.jpg","[{""x"":0.004999999999999449,""y"":0.9899999999999964,""width"":99.99,""height"":97.56,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":3717,""original_height"":5652}]","",17,"JJ100","2026-07-29T22:16:55.536333Z"
30490,"1","2026-07-29T22:16:55.536333Z",50729,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vclbdfcg05ok/full/1200,/0/default.jpg","https://iiif.irht.cnrs.fr/iiif/ark:/63955/vclbdfcg05ok/full/full/0/default.jpg","[{""x"":0.9250000000000036,""y"":1.0749999999999982,""width"":99.07000000000001,""height"":97.23,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":3756,""original_height"":5700}]","",18,"JJ100","2026-07-29T22:16:55.536333Z"
30491,"1","2026-07-29T22:16:55.536333Z",50730,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vm0h8cc3gzsi/full/1200,/0/default.jpg","https://iiif.irht.cnrs.fr/iiif/ark:/63955/vm0h8cc3gzsi/full/full/0/default.jpg","[{""x"":0,""y"":0.45499999999999985,""width"":100,""height"":97.35000000000001,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":3717,""original_height"":5652}]","",19,"JJ100","2026-07-29T22:16:55.536333Z"
30492,"1","2026-07-29T22:16:55.537343Z",50731,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqjpi1jgt4sf/full/1200,/0/default.jpg","https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqjpi1jgt4sf/full/full/0/default.jpg","[{""x"":0.9200000000000041,""y"":0.6450000000000011,""width"":99.08,""height"":97.78999999999999,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":3756,""original_height"":5700}]","",20,"JJ100","2026-07-29T22:16:55.537343Z"
30493,"1","2026-07-29T22:16:55.537343Z",50732,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg6vtmwybglc/full/1200,/0/default.jpg","https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg6vtmwybglc/full/full/0/default.jpg","[{""x"":0.014999999999998348,""y"":0.6850000000000023,""width"":99.99,""height"":97.39,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":3717,""original_height"":5652}]","",21,"JJ100","2026-07-29T22:16:55.537343Z"
30494,"1","2026-07-29T22:16:55.537343Z",50733,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vytoax5aqn19/full/1200,/0/default.jpg","https://iiif.irht.cnrs.fr/iiif/ark:/63955/vytoax5aqn19/full/full/0/default.jpg","[{""x"":0.6249999999999978,""y"":0.6900000000000017,""width"":99.37,""height"":97.02,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":3756,""original_height"":5700}]","",22,"JJ100","2026-07-29T22:16:55.537343Z"
