liaison_id	acte_id	act_number	register	folio_norm	image_id	image_order	zone_id	class_id	class_name	role	zone_order_in_image	zone_order_global	abs_x	abs_y	abs_w	abs_h	statut_zone	statut_structure
1	2576.0	1	JJ100	11r	23	1	22.0	0.0	AC	AC	75.0	1.0	0.0	75.0	4088.0	1741.0	valide	
2	2577.0	2	JJ100	11r	23	1	23.0	0.0	AC	AC	1795.0	1.0	1.0	1795.0	4088.0	3627.0	valide	
3	2578.0	3	JJ100	11v	24	1	24.0	0.0	AC	AC	99.0	1.0	0.0	99.0	4037.0	2240.0	valide	
4	2579.0	4	JJ100	11v	24	1	25.0	0.0	AC	AC	2349.0	1.0	0.0	2349.0	4037.0	1442.0	valide	
5	2580.0	5	JJ100	11v	24	1	26.0	1.0	AI	AI	3786.0	1.0	0.0	3786.0	4036.0	1675.0	valide	valide_AI_AM_AF
6	2580.0	5	JJ100	11v	25	2	27.0	2.0	AF	AF	31.0	2.0	41.0	31.0	1114.0	463.0	valide	valide_AI_AM_AF
7	2581.0	6	JJ100	12r	25	1	28.0	0.0	AC	AC	484.0	1.0	23.0	484.0	1130.0	566.0	valide	
8	2582.0	7	JJ100	12r	25	1	29.0	0.0	AC	AC	1052.0	1.0	23.0	1052.0	1164.0	539.0	valide	
9	2583.0	8	JJ100	12v	26	1	30.0	0.0	AC	AC	142.0	1.0	0.0	142.0	4038.0	1444.0	valide	
10	2584.0	9	JJ100	12v	26	1	31.0	0.0	AC	AC	1579.0	1.0	0.0	1579.0	4037.0	2430.0	valide	
11	2585.0	10	JJ100	12v	26	1	32.0	1.0	AI	AI	4007.0	1.0	0.0	4007.0	4036.0	1504.0	valide	valide_AI_AM_AF
12	2585.0	10	JJ100	12v	27	2	33.0	2.0	AF	AF	34.0	2.0	0.0	34.0	1199.0	308.0	valide	valide_AI_AM_AF
13	2586.0	11	JJ100	13r	27	1	34.0	0.0	AC	AC	342.0	1.0	0.0	342.0	1198.0	714.0	valide	
14	2587.0	12	JJ100	13r	27	1	35.0	1.0	AI	AI	1018.0	1.0	0.0	1018.0	1199.0	582.0	valide	valide_AI_AM_AF
15	2587.0	12	JJ100	13r	28	2	36.0	2.0	AF	AF	89.0	2.0	6.0	89.0	4090.0	1381.0	valide	valide_AI_AM_AF
16	2588.0	13	JJ100	13v	28	1	37.0	0.0	AC	AC	1461.0	1.0	13.0	1461.0	4083.0	2691.0	valide	
17	2589.0	14	JJ100	13v	28	1	38.0	1.0	AI	AI	4148.0	1.0	2.0	4148.0	4094.0	1394.0	valide	valide_AI_AM_AF
18	2589.0	14	JJ100	13v	29	2	39.0	2.0	AF	AF	139.0	2.0	1.0	139.0	4058.0	1878.0	valide	valide_AI_AM_AF
19	2590.0	15	JJ100	14r	29	1	40.0	0.0	AC	AC	2022.0	1.0	3.0	2022.0	4062.0	3520.0	valide	
20	2591.0	16	JJ100	14v	30	1	41.0	0.0	AC	AC	127.0	1.0	26.0	127.0	4003.0	3629.0	valide	
21	2592.0	17	JJ100	14v	30	1	42.0	1.0	AI	AI	3733.0	1.0	3.0	3733.0	4028.0	1804.0	valide	valide_AI_AM_AF
22	2592.0	17	JJ100	14v	31	2	43.0	2.0	AF	AF	99.0	2.0	0.0	99.0	4066.0	1605.0	valide	valide_AI_AM_AF
23	2593.0	18	JJ100	15r	31	1	44.0	0.0	AC	AC	1688.0	1.0	1.0	1688.0	4086.0	1452.0	valide	
24	2594.0	19	JJ100	15r	31	1	45.0	1.0	AI	AI	3136.0	1.0	0.0	3136.0	4088.0	2305.0	valide	valide_AI_AM_AF
25	2594.0	19	JJ100	15r	32	2	46.0	2.0	AF	AF	33.0	2.0	6.0	33.0	1193.0	379.0	valide	valide_AI_AM_AF
26	2595.0	20	JJ100	15v	32	1	47.0	0.0	AC	AC	406.0	1.0	1.0	406.0	1198.0	873.0	valide	
27	2596.0	21	JJ100	15v	32	1	48.0	1.0	AI	AI	1269.0	1.0	1.0	1269.0	1199.0	351.0	valide	valide_AI_AM_AF
28	2596.0	21	JJ100	15v	33	2	49.0	2.0	AF	AF	71.0	2.0	0.0	71.0	4083.0	1865.0	valide	valide_AI_AM_AF
29	2597.0	22	JJ100	16r	33	1	50.0	0.0	AC	AC	1932.0	1.0	0.0	1932.0	4086.0	1105.0	valide	
30	2598.0	23	JJ100	16r	33	1	51.0	0.0	AC	AC	3035.0	1.0	0.0	3035.0	4088.0	2355.0	valide	
31	2599.0	24	JJ100	16v	34	1	52.0	0.0	AC	AC	45.0	1.0	1.0	45.0	1196.0	473.0	valide	
32	2600.0	25	JJ100	16v	34	1	53.0	0.0	AC	AC	517.0	1.0	8.0	517.0	1191.0	472.0	valide	
