manifestURL,canvasId,urlImage,folderPath,imageLabel,imageWidthAsDeclared,imageHeightAsDeclared,htmlCode,imageFileName,imageWidthAsDownloaded,imageHeightAsDownloaded,urlResizedImage,ResizedImagehtmlCode,ResizedImageWidthAsDownloaded,ResizedImageHeightAsDownloaded
https://api.irht.cnrs.fr/ark:/63955/frwi8ir6tba0/manifest.json,https://arca.irht.cnrs.fr/iiif/128403/canvas/canvas-4199361,https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5yr2bs914f4/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100,plat supérieur,4262,5557,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100\Paris_Archives_Nationales_JJ100_1.jpg,4262,5557,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5yr2bs914f4/full/1200,/0/default.jpg",200,1200,1564
https://api.irht.cnrs.fr/ark:/63955/frwi8ir6tba0/manifest.json,https://arca.irht.cnrs.fr/iiif/128403/canvas/canvas-4199362,https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2nhlptb705f/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100,contre-plat supérieur,2048,2048,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100\Paris_Archives_Nationales_JJ100_2.jpg,2048,2048,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2nhlptb705f/full/1200,/0/default.jpg",200,1200,1200
https://api.irht.cnrs.fr/ark:/63955/frwi8ir6tba0/manifest.json,https://arca.irht.cnrs.fr/iiif/128403/canvas/canvas-4199363,https://iiif.irht.cnrs.fr/iiif/ark:/63955/vguk29lradx8/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100,1r,3811,5636,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100\Paris_Archives_Nationales_JJ100_3.jpg,3811,5636,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vguk29lradx8/full/1200,/0/default.jpg",200,1200,1775
https://api.irht.cnrs.fr/ark:/63955/frwi8ir6tba0/manifest.json,https://arca.irht.cnrs.fr/iiif/128403/canvas/canvas-4199364,https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5zkx8l1np4b/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100,1v,3788,5700,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100\Paris_Archives_Nationales_JJ100_4.jpg,3788,5700,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5zkx8l1np4b/full/1200,/0/default.jpg",200,1200,1806
https://api.irht.cnrs.fr/ark:/63955/frwi8ir6tba0/manifest.json,https://arca.irht.cnrs.fr/iiif/128403/canvas/canvas-4199365,https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7p000806oh0/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100,2r,3811,5676,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100\Paris_Archives_Nationales_JJ100_5.jpg,3811,5676,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7p000806oh0/full/1200,/0/default.jpg",200,1200,1788
https://api.irht.cnrs.fr/ark:/63955/frwi8ir6tba0/manifest.json,https://arca.irht.cnrs.fr/iiif/128403/canvas/canvas-4199366,https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9kauck89td8/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100,2v,3717,5700,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100\Paris_Archives_Nationales_JJ100_6.jpg,3717,5700,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9kauck89td8/full/1200,/0/default.jpg",200,1200,1841
https://api.irht.cnrs.fr/ark:/63955/frwi8ir6tba0/manifest.json,https://arca.irht.cnrs.fr/iiif/128403/canvas/canvas-4199367,https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdahzc5oggv5/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100,3r,3780,5652,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100\Paris_Archives_Nationales_JJ100_7.jpg,3780,5652,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdahzc5oggv5/full/1200,/0/default.jpg",200,1200,1794
https://api.irht.cnrs.fr/ark:/63955/frwi8ir6tba0/manifest.json,https://arca.irht.cnrs.fr/iiif/128403/canvas/canvas-4199368,https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhw6qwceednz/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100,3v,3717,5700,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100\Paris_Archives_Nationales_JJ100_8.jpg,3717,5700,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhw6qwceednz/full/1200,/0/default.jpg",200,1200,1841
https://api.irht.cnrs.fr/ark:/63955/frwi8ir6tba0/manifest.json,https://arca.irht.cnrs.fr/iiif/128403/canvas/canvas-4199369,https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnic8ql13ufe/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100,4r,3780,5652,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100\Paris_Archives_Nationales_JJ100_9.jpg,3780,5652,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnic8ql13ufe/full/1200,/0/default.jpg",200,1200,1794
https://api.irht.cnrs.fr/ark:/63955/frwi8ir6tba0/manifest.json,https://arca.irht.cnrs.fr/iiif/128403/canvas/canvas-4199370,https://iiif.irht.cnrs.fr/iiif/ark:/63955/vberg38xzdfv/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100,4v,3756,5700,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100\Paris_Archives_Nationales_JJ100_10.jpg,3756,5700,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vberg38xzdfv/full/1200,/0/default.jpg",200,1200,1821
https://api.irht.cnrs.fr/ark:/63955/frwi8ir6tba0/manifest.json,https://arca.irht.cnrs.fr/iiif/128403/canvas/canvas-4199371,https://iiif.irht.cnrs.fr/iiif/ark:/63955/vk5swk6986xq/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100,5r,3780,5652,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100\Paris_Archives_Nationales_JJ100_11.jpg,3780,5652,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vk5swk6986xq/full/1200,/0/default.jpg",200,1200,1794
https://api.irht.cnrs.fr/ark:/63955/frwi8ir6tba0/manifest.json,https://arca.irht.cnrs.fr/iiif/128403/canvas/canvas-4199372,https://iiif.irht.cnrs.fr/iiif/ark:/63955/vi5h47kynza1/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100,5v,3756,5700,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100\Paris_Archives_Nationales_JJ100_12.jpg,3756,5700,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vi5h47kynza1/full/1200,/0/default.jpg",200,1200,1821
https://api.irht.cnrs.fr/ark:/63955/frwi8ir6tba0/manifest.json,https://arca.irht.cnrs.fr/iiif/128403/canvas/canvas-4199373,https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrr5zp4c4zx9/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100,6r,3780,5652,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100\Paris_Archives_Nationales_JJ100_13.jpg,3780,5652,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrr5zp4c4zx9/full/1200,/0/default.jpg",200,1200,1794
https://api.irht.cnrs.fr/ark:/63955/frwi8ir6tba0/manifest.json,https://arca.irht.cnrs.fr/iiif/128403/canvas/canvas-4199374,https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrtty3140sn6/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100,6v,3756,5700,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100\Paris_Archives_Nationales_JJ100_14.jpg,3756,5700,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrtty3140sn6/full/1200,/0/default.jpg",200,1200,1821
https://api.irht.cnrs.fr/ark:/63955/frwi8ir6tba0/manifest.json,https://arca.irht.cnrs.fr/iiif/128403/canvas/canvas-4199375,https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9reuq1t02ks/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100,7r,3717,5652,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ100\Paris_Archives_Nationales_JJ100_15.jpg,3717,5652,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9reuq1t02ks/full/1200,/0/default.jpg",200,1200,1825
