image_id	register	image_filename	volume	folio_sort_key	folio_label	folio_norm	width_px	height_px	url_full	url_resized	resized_width_px	resized_height_px	manifest_url	canvas_id
1	JJ180	Paris_Archives_Nationales_JJ180_1.jpg	JJ180	1	plat supérieur	plat supérieur	4583	4602	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vi094194smoo/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vi094194smoo/full/1200,/0/default.jpg	1200	1205	https://api.irht.cnrs.fr/ark:/63955/ftbfmou3j3h8/manifest.json	https://arca.irht.cnrs.fr/iiif/128482/canvas/canvas-4281843
2	JJ180	Paris_Archives_Nationales_JJ180_2.jpg	JJ180	2	contreplat supérieur	contreplat supérieur	4374	4674	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v999lwxqudtd/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v999lwxqudtd/full/1200,/0/default.jpg	1200	1282	https://api.irht.cnrs.fr/ark:/63955/ftbfmou3j3h8/manifest.json	https://arca.irht.cnrs.fr/iiif/128482/canvas/canvas-4281844
3	JJ180	Paris_Archives_Nationales_JJ180_3.jpg	JJ180	3	Ir	ir	3871	4526	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vv9pwb71zljz/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vv9pwb71zljz/full/1200,/0/default.jpg	1200	1403	https://api.irht.cnrs.fr/ark:/63955/ftbfmou3j3h8/manifest.json	https://arca.irht.cnrs.fr/iiif/128482/canvas/canvas-4281845
4	JJ180	Paris_Archives_Nationales_JJ180_4.jpg	JJ180	4	Iv	iv	3671	4697	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vun14stqhizr/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vun14stqhizr/full/1200,/0/default.jpg	1200	1535	https://api.irht.cnrs.fr/ark:/63955/ftbfmou3j3h8/manifest.json	https://arca.irht.cnrs.fr/iiif/128482/canvas/canvas-4281846
5	JJ180	Paris_Archives_Nationales_JJ180_5.jpg	JJ180	5	IIr	iir	3821	4626	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsknpah34vye/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsknpah34vye/full/1200,/0/default.jpg	1200	1453	https://api.irht.cnrs.fr/ark:/63955/ftbfmou3j3h8/manifest.json	https://arca.irht.cnrs.fr/iiif/128482/canvas/canvas-4281847
6	JJ180	Paris_Archives_Nationales_JJ180_6.jpg	JJ180	6	IIv	iiv	4465	4674	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkvpswodgo83/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkvpswodgo83/full/1200,/0/default.jpg	1200	1256	https://api.irht.cnrs.fr/ark:/63955/ftbfmou3j3h8/manifest.json	https://arca.irht.cnrs.fr/iiif/128482/canvas/canvas-4281848
7	JJ180	Paris_Archives_Nationales_JJ180_7.jpg	JJ180	7	1r	1r	4583	4602	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqcwk3d224un/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqcwk3d224un/full/1200,/0/default.jpg	1200	1205	https://api.irht.cnrs.fr/ark:/63955/ftbfmou3j3h8/manifest.json	https://arca.irht.cnrs.fr/iiif/128482/canvas/canvas-4281849
8	JJ180	Paris_Archives_Nationales_JJ180_8.jpg	JJ180	8	1v	1v	4465	4674	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsky9o25mgqi/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsky9o25mgqi/full/1200,/0/default.jpg	1200	1256	https://api.irht.cnrs.fr/ark:/63955/ftbfmou3j3h8/manifest.json	https://arca.irht.cnrs.fr/iiif/128482/canvas/canvas-4281850
9	JJ180	Paris_Archives_Nationales_JJ180_9.jpg	JJ180	9	2r	2r	4583	4602	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6ievwuj4yah/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6ievwuj4yah/full/1200,/0/default.jpg	1200	1205	https://api.irht.cnrs.fr/ark:/63955/ftbfmou3j3h8/manifest.json	https://arca.irht.cnrs.fr/iiif/128482/canvas/canvas-4281851
10	JJ180	Paris_Archives_Nationales_JJ180_10.jpg	JJ180	10	2v	2v	4465	4674	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvuk8xmdra6c/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvuk8xmdra6c/full/1200,/0/default.jpg	1200	1256	https://api.irht.cnrs.fr/ark:/63955/ftbfmou3j3h8/manifest.json	https://arca.irht.cnrs.fr/iiif/128482/canvas/canvas-4281852
11	JJ180	Paris_Archives_Nationales_JJ180_11.jpg	JJ180	11	3r	3r	4583	4602	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8g0blnrb5yt/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8g0blnrb5yt/full/1200,/0/default.jpg	1200	1205	https://api.irht.cnrs.fr/ark:/63955/ftbfmou3j3h8/manifest.json	https://arca.irht.cnrs.fr/iiif/128482/canvas/canvas-4281853
12	JJ180	Paris_Archives_Nationales_JJ180_12.jpg	JJ180	12	3v	3v	4465	4674	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vktqfduenc9i/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vktqfduenc9i/full/1200,/0/default.jpg	1200	1256	https://api.irht.cnrs.fr/ark:/63955/ftbfmou3j3h8/manifest.json	https://arca.irht.cnrs.fr/iiif/128482/canvas/canvas-4281854
13	JJ180	Paris_Archives_Nationales_JJ180_13.jpg	JJ180	13	4r	4r	4583	4602	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwifjw7t2j1i/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwifjw7t2j1i/full/1200,/0/default.jpg	1200	1205	https://api.irht.cnrs.fr/ark:/63955/ftbfmou3j3h8/manifest.json	https://arca.irht.cnrs.fr/iiif/128482/canvas/canvas-4281855
14	JJ180	Paris_Archives_Nationales_JJ180_14.jpg	JJ180	14	4v	4v	4465	4674	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkc374ed28xv/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkc374ed28xv/full/1200,/0/default.jpg	1200	1256	https://api.irht.cnrs.fr/ark:/63955/ftbfmou3j3h8/manifest.json	https://arca.irht.cnrs.fr/iiif/128482/canvas/canvas-4281856
15	JJ180	Paris_Archives_Nationales_JJ180_15.jpg	JJ180	15	5r	5r	4583	4638	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyd9trw50f2j/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyd9trw50f2j/full/1200,/0/default.jpg	1200	1214	https://api.irht.cnrs.fr/ark:/63955/ftbfmou3j3h8/manifest.json	https://arca.irht.cnrs.fr/iiif/128482/canvas/canvas-4281857
16	JJ180	Paris_Archives_Nationales_JJ180_16.jpg	JJ180	16	5v	5v	4529	4674	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vulf1ehlf05s/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vulf1ehlf05s/full/1200,/0/default.jpg	1200	1238	https://api.irht.cnrs.fr/ark:/63955/ftbfmou3j3h8/manifest.json	https://arca.irht.cnrs.fr/iiif/128482/canvas/canvas-4281858
17	JJ180	Paris_Archives_Nationales_JJ180_17.jpg	JJ180	17	6r	6r	4583	4638	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4dwiqzrouq1/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4dwiqzrouq1/full/1200,/0/default.jpg	1200	1214	https://api.irht.cnrs.fr/ark:/63955/ftbfmou3j3h8/manifest.json	https://arca.irht.cnrs.fr/iiif/128482/canvas/canvas-4281859
18	JJ180	Paris_Archives_Nationales_JJ180_18.jpg	JJ180	18	6v	6v	4529	4674	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4kt1qugsdad/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4kt1qugsdad/full/1200,/0/default.jpg	1200	1238	https://api.irht.cnrs.fr/ark:/63955/ftbfmou3j3h8/manifest.json	https://arca.irht.cnrs.fr/iiif/128482/canvas/canvas-4281860
19	JJ180	Paris_Archives_Nationales_JJ180_19.jpg	JJ180	19	7r	7r	4583	4638	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vscray7b3zfg/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vscray7b3zfg/full/1200,/0/default.jpg	1200	1214	https://api.irht.cnrs.fr/ark:/63955/ftbfmou3j3h8/manifest.json	https://arca.irht.cnrs.fr/iiif/128482/canvas/canvas-4281861
20	JJ180	Paris_Archives_Nationales_JJ180_20.jpg	JJ180	20	7v	7v	4529	4674	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvy7upvpgxu1/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvy7upvpgxu1/full/1200,/0/default.jpg	1200	1238	https://api.irht.cnrs.fr/ark:/63955/ftbfmou3j3h8/manifest.json	https://arca.irht.cnrs.fr/iiif/128482/canvas/canvas-4281862
21	JJ180	Paris_Archives_Nationales_JJ180_21.jpg	JJ180	21	8r	8r	4583	4638	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqvrkbjxmxqz/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqvrkbjxmxqz/full/1200,/0/default.jpg	1200	1214	https://api.irht.cnrs.fr/ark:/63955/ftbfmou3j3h8/manifest.json	https://arca.irht.cnrs.fr/iiif/128482/canvas/canvas-4281863
22	JJ180	Paris_Archives_Nationales_JJ180_22.jpg	JJ180	22	8v	8v	4465	4674	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo1xwc1vrirp/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo1xwc1vrirp/full/1200,/0/default.jpg	1200	1256	https://api.irht.cnrs.fr/ark:/63955/ftbfmou3j3h8/manifest.json	https://arca.irht.cnrs.fr/iiif/128482/canvas/canvas-4281864
